baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	
ENSG00000153046	73.43628185	-0.109623805	0.183192274	-0.598408449	0.54956743	0.688033235
ENSG00000153048	6.918882888	-0.158018458	0.327230684	-0.482896212	0.629169431	0.751634719
ENSG00000153064	1122.391055	0.005869231	0.117434847	0.049978614	0.96013943	0.974390263
ENSG00000153066	6.597192335	-0.372818176	0.589222534	-0.632728986	0.526910638	0.670801304
ENSG00000153071	2435.038165	0.249611925	0.111990381	2.228869327	0.0258226	0.096305533
ENSG00000153093	0.059756144	-0.491425239	5.05334629	-0.097247489	0.922529856	NA
ENSG00000153094	0.848174257	0.13771594	0.807903965	0.170460779	0.864647776	0.914266994
ENSG00000153107	4.558425585	-0.412351856	0.552368495	-0.746515885	0.45535584	0.60861719
ENSG00000153113	244.9071341	-0.03973349	0.14051333	-0.282773811	0.777350231	0.857512869
ENSG00000153130	19.70454523	0.340847054	0.217534593	1.566863681	0.117146559	0.252754671
ENSG00000153132	0.359375939	-0.365528535	2.386993731	-0.153133429	0.878293054	NA
ENSG00000153140	7.267696187	-1.3017301	0.440141733	-2.95752482	0.003101198	0.02448292
ENSG00000153147	151.4876191	-0.576275164	0.198203726	-2.907489051	0.003643431	0.026959723
ENSG00000153157	0.330390208	1.006572027	1.690814076	0.595317984	0.551630937	NA
ENSG00000153162	151.4203014	-0.244174287	0.227288874	-1.07429054	0.282692484	0.447682584
ENSG00000153165	0.095076751	-0.705443573	3.190227752	-0.221126398	0.824994016	NA
ENSG00000153179	0.638469751	-0.524981648	0.713272532	-0.736018316	0.461719551	0.614714756
ENSG00000153187	88.40837884	-0.857933965	0.273724713	-3.134294872	0.001722676	0.016334263
ENSG00000153201	19.27173991	-0.987401198	0.393351856	-2.510223818	0.012065466	0.058950869
ENSG00000153207	107.2393883	-0.130321113	0.152010593	-0.857315994	0.391270272	0.552370444
ENSG00000153208	2.492685492	-0.238214178	1.113388718	-0.213954187	0.830582783	0.892325085
ENSG00000153214	23.1954874	-0.550508806	0.317973003	-1.731306751	0.083397068	0.204108449
ENSG00000153233	0.125602941	-0.491191564	3.89530006	-0.126098518	0.899653941	NA
ENSG00000153234	3.186799668	-0.582330881	0.553985044	-1.051167151	0.293181827	0.458456127
ENSG00000153237	7.681498319	0.217316044	0.362515719	0.599466541	0.548861816	0.688033235
ENSG00000153250	40.80842667	-0.852523127	0.35899728	-2.374734221	0.01756159	0.075628035
ENSG00000153253	0.795936393	-1.149233529	1.339807929	-0.85775991	0.391025051	0.552286847
ENSG00000153283	162.9457252	0.334109552	0.317062267	1.053766362	0.291989898	0.457568831
ENSG00000153291	0.177791852	-0.15021451	3.044180828	-0.049344805	0.960644514	NA
ENSG00000153310	100.0079814	-0.598925322	0.332727012	-1.800050195	0.071852713	0.185085243
ENSG00000153317	355.7731929	0.115046233	0.168468266	0.682895568	0.494672835	0.64249152
ENSG00000153339	19.0492741	-0.881949901	0.396139762	-2.226360454	0.025990047	0.096775679
ENSG00000153347	186.347568	-0.38131864	0.180936217	-2.107475479	0.035076385	0.11784859
ENSG00000153363	18.27821859	0.5499323	0.230401477	2.386843644	0.016993717	0.07405977
ENSG00000153391	12.58442637	-0.235033708	0.27330465	-0.859969665	0.389805764	0.551168097
ENSG00000153395	1.920656533	-0.172577151	0.912189544	-0.189190013	0.849943895	0.903906133
ENSG00000153406	11.47401791	-0.879099596	0.346677576	-2.535784417	0.011219578	0.056227245
ENSG00000153443	0.299909201	-0.736539591	0.842518917	-0.87421134	0.382003172	NA
ENSG00000153487	1.493420048	-1.386674186	0.488355935	-2.839474424	0.004518792	0.031486122
ENSG00000153495	0.468557637	0.061695529	1.500205354	0.041124723	0.967196465	NA
ENSG00000153531	0.104254797	-0.49737404	3.967920111	-0.125348804	0.900247417	NA
ENSG00000153551	6.858668351	-0.983443341	0.510182376	-1.927630957	0.053901045	0.15404816
ENSG00000153558	0.192069618	-0.277464268	2.414836983	-0.114899793	0.90852455	NA
ENSG00000153560	16.28128843	-0.223670954	0.328937608	-0.679979875	0.496517204	0.644100649
ENSG00000153561	28.39020759	0.165806209	0.299579508	0.55346312	0.579946328	0.71117321
ENSG00000153563	2.877261766	-0.692449271	0.602525449	-1.149244853	0.250455031	0.413604551
ENSG00000153574	20.05547752	-0.335521455	0.307503647	-1.091113741	0.275222837	0.440567554
ENSG00000153575	10.19138518	-0.861695631	0.547473915	-1.573948289	0.115499405	0.250557275
ENSG00000153707	7.493025236	0.062059431	0.337166314	0.184061778	0.853964991	0.906204273
ENSG00000153714	8.011973832	0.474210415	0.246731683	1.921968067	0.054609776	0.155238877
ENSG00000153721	1.974689083	0.216646313	0.992036594	0.218385405	0.827128836	0.890086549
ENSG00000153767	1.246873135	-1.348174779	0.695443718	-1.938582152	0.052552239	0.151489343
ENSG00000153774	14.57780504	-1.156469023	0.353889944	-3.267877607	0.001083572	0.012065834
ENSG00000153786	7.870229268	-0.51521766	0.505365382	-1.019495355	0.307967857	0.472744823
ENSG00000153790	2.53305994	-1.195921611	0.628223251	-1.903657036	0.056954865	0.159890861
ENSG00000153814	0.832987379	-0.127059012	0.652274945	-0.194793642	0.8455545	0.901911141
ENSG00000153815	633.5772813	0.527694903	0.154974457	3.405044382	0.000661533	0.008516031
ENSG00000153823	1.79893479	-1.927022529	0.712620043	-2.704137427	0.006848196	0.0414651
ENSG00000153827	227.2426853	0.402219327	0.222603378	1.806887797	0.070779776	0.183290617
ENSG00000153832	0.449653481	0.597966997	1.345487072	0.444424186	0.65673593	NA
ENSG00000153879	0.783303914	-0.701754681	0.591170729	-1.187059248	0.235204251	0.397514904
ENSG00000153885	0.245674606	-0.939678945	1.99365989	-0.471333626	0.637402506	NA
ENSG00000153896	1.953867011	-0.382182516	0.521965825	-0.73219835	0.464047512	0.616620469
ENSG00000153898	2.518158211	-1.604483303	0.939848094	-1.707173014	0.087789899	0.210422202
ENSG00000153902	0.115848187	-0.884465019	2.378987432	-0.371782132	0.710055068	NA
ENSG00000153904	8.477141317	0.491713372	0.439479134	1.118854877	0.263202056	0.427448955
ENSG00000153914	90.90871059	-0.52719717	0.169221826	-3.115420638	0.001836828	0.017112501
ENSG00000153922	47.60601409	-1.196361399	0.395264507	-3.026736221	0.002472096	0.020942655
ENSG00000153930	0.03575837	-0.491456603	5.05334629	-0.097253696	0.922524927	NA
ENSG00000153933	7.983488376	0.340190822	0.356318691	0.954737517	0.339710452	0.503344901
ENSG00000153936	0.086578746	0.080197728	2.000790113	0.040083029	0.968026932	NA
ENSG00000153944	5.678021335	-0.389286789	0.404786344	-0.961709293	0.336195653	0.49965674
ENSG00000153975	7.898841913	-0.558400633	0.597844112	-0.934023806	0.350291613	0.513042015
ENSG00000153982	5.681123745	-0.031223649	0.587804486	-0.053119107	0.957637008	0.972777411
ENSG00000153989	0.928102915	-0.582811093	0.682992319	-0.853320127	0.393481802	0.553954151
ENSG00000153993	0.063593991	-0.220833219	5.053373466	-0.043700158	0.965143413	NA
ENSG00000154001	12.24707954	-0.565883856	0.460248555	-1.229517942	0.218877675	0.378623728
ENSG00000154016	0.706817938	-3.004900863	0.891069663	-3.372240116	0.000745594	0.009185971
ENSG00000154025	0.057425416	-0.524749652	5.053139094	-0.103846271	0.917291346	NA
ENSG00000154027	6.529683535	-2.320611206	0.668898154	-3.469304246	0.000521808	0.007095378
ENSG00000154035	0.173861824	-0.500785437	1.379515536	-0.363015439	0.716593351	NA
ENSG00000154040	0.085562399	-0.488723221	4.069175583	-0.120103744	0.904400967	NA
ENSG00000154059	7.756304348	-0.560106941	0.606957497	-0.922810813	0.356105805	0.518154018
ENSG00000154065	0.076768491	0	5.053481659	0	1	NA
ENSG00000154079	1.595710369	-0.644070355	0.59872722	-1.075732545	0.282046888	0.44702348
ENSG00000154099	0.093915759	-0.702399549	3.437048926	-0.204361231	0.838071224	NA
ENSG00000154102	0.806559507	-2.086931344	0.838787112	-2.488034586	0.012845124	0.061526092
ENSG00000154114	10.21691961	0.370779748	0.316854424	1.170189587	0.241924682	0.404487829
ENSG00000154122	15.62752372	-0.292815917	0.375201748	-0.780422582	0.43514218	0.590698058
ENSG00000154124	2.889681039	-0.958623716	0.603294865	-1.588980401	0.112064818	0.245920017
ENSG00000154127	51.18526104	0.313083867	0.227636313	1.375368731	0.169017158	0.320907537
ENSG00000154133	0.065035651	-0.061748161	4.656148949	-0.013261638	0.989419054	NA
ENSG00000154134	1.117859235	-1.838510185	1.035114888	-1.776141187	0.075709649	0.191767162
ENSG00000154143	0.093764391	-0.627265477	1.752108059	-0.358006159	0.720338704	NA
ENSG00000154144	55.15040841	-0.359304359	0.190902265	-1.882137753	0.059817315	0.164758533
ENSG00000154146	450.8942696	-0.007350735	0.200743691	-0.036617513	0.970789979	0.981365765
ENSG00000154153	2.214478489	-0.803398126	0.894639906	-0.898012843	0.369178703	0.530796531
ENSG00000154174	6.94400956	-1.147968342	0.487627309	-2.354192065	0.018563017	0.077987349
ENSG00000154175	0.202321388	-0.434584186	5.053447471	-0.085997567	0.931468352	NA
ENSG00000154188	221.0859525	0.736098127	0.146675703	5.018541682	5.21E-07	3.52E-05
ENSG00000154217	14.01145931	-0.479518212	0.443063485	-1.082278789	0.279128668	0.444083873
ENSG00000154222	14.45288573	-0.238468524	0.420783861	-0.566724501	0.570901372	0.704408911
ENSG00000154227	0.022833143	-0.794640154	5.053005274	-0.157260899	0.875039235	NA
ENSG00000154229	31.88948563	0.311558416	0.243861685	1.277602982	0.201389449	0.359493489
ENSG00000154237	3.731661887	-0.806397223	0.428625243	-1.881357283	0.059923334	0.164813836
ENSG00000154240	1.887905626	2.391935381	1.316183114	1.817327206	0.069167027	0.18083651
ENSG00000154258	1.255313548	0.16047694	1.215235901	0.132054147	0.894941464	0.933596436
ENSG00000154262	17.18198805	1.176021938	0.463028561	2.539847511	0.011090081	0.055793987
ENSG00000154263	1.1278623	1.227912066	0.911694829	1.346845486	0.178030002	0.331876081
ENSG00000154265	10.91757275	-1.29594734	0.688792379	-1.881477467	0.059906998	0.164807674
ENSG00000154269	0.150976086	-1.532435759	4.141706549	-0.370001047	0.71138171	NA
ENSG00000154277	0.100658486	-0.205151375	5.053370978	-0.040596935	0.967617227	NA
ENSG00000154305	26.85587593	-1.16858592	0.457636814	-2.553522541	0.010663938	0.054637493
ENSG00000154309	0.503232361	-0.709499824	0.829612826	-0.855218003	0.392430472	NA
ENSG00000154310	111.2648508	-0.122923379	0.171527643	-0.716638885	0.473596945	0.624575233
ENSG00000154328	1.051179948	-0.730531514	0.747687013	-0.97705524	0.328541805	0.49260205
ENSG00000154330	0.275497383	-0.454267482	1.364903392	-0.332820246	0.739269975	NA
ENSG00000154358	1.436420744	-2.256480951	0.961001183	-2.348052209	0.018871876	0.078776835
ENSG00000154359	28.76513651	-1.707510771	0.609795843	-2.800135144	0.005108122	0.034089131
ENSG00000154370	0.395087764	-1.000054778	1.704834166	-0.586599447	0.557472754	NA
ENSG00000154380	0.267395729	-0.682225123	1.51144336	-0.451373264	0.651720549	NA
ENSG00000154429	3.602060919	0.183943259	0.407169746	0.451760625	0.651441438	0.768582573
ENSG00000154447	1.167056616	-1.257338347	1.089039598	-1.154538687	0.248279387	0.41155069
ENSG00000154451	43.30062432	-1.065371106	0.407471141	-2.614592788	0.008933389	0.049152558
ENSG00000154473	68.84752642	-1.025164896	0.253434889	-4.045081956	5.23E-05	0.001299066
ENSG00000154479	3.029471378	0.660309613	0.622707213	1.060385362	0.288969319	0.45442223
ENSG00000154511	2.533421498	-0.733888794	0.642175096	-1.142817276	0.253114464	0.416642871
ENSG00000154518	58.35296502	-0.557163381	0.239075884	-2.330487592	0.019780395	0.081433936
ENSG00000154548	0.049270708	0	5.053481659	0	1	NA
ENSG00000154553	0.041331989	-0.434623606	5.053447471	-0.086005367	0.931462151	NA
ENSG00000154556	13.40908539	-0.137161707	0.679423954	-0.20187941	0.840010999	0.898289432
ENSG00000154582	51.39943229	-0.193203246	0.161658872	-1.195129246	0.232036537	0.394098081
ENSG00000154589	15.13394553	-0.278857275	0.452895349	-0.615721216	0.538078532	0.678878784
ENSG00000154608	0.591792257	-0.693716199	0.583241678	-1.189414653	0.234276537	NA
ENSG00000154611	0.41360336	-0.023885411	1.88122111	-0.012696759	0.989869724	NA
ENSG00000154620	51.63279874	0.812690427	0.424957197	1.912405373	0.055824219	0.157757642
ENSG00000154639	0.11787714	-0.467597981	4.256148517	-0.109864113	0.912517144	NA
ENSG00000154640	10.26270532	-0.247191729	0.330849578	-0.747142344	0.454977643	0.608282891
ENSG00000154642	5.239793159	-0.728781309	0.369956117	-1.969912851	0.048848359	0.144596548
ENSG00000154645	0.228489297	-1.010289292	2.616760424	-0.386083985	0.69943447	NA
ENSG00000154654	0.260264464	-0.017885821	2.914198772	-0.006137475	0.995103034	NA
ENSG00000154655	7.099368674	-0.756645297	0.492679613	-1.535775538	0.124593441	0.26280832
ENSG00000154710	8.662788439	0.277800083	0.228375163	1.216419857	0.223825023	0.38477229
ENSG00000154719	22.06969944	-1.467150347	0.502975007	-2.91694483	0.003534783	0.026629305
ENSG00000154721	2.007200275	0.540482303	0.70418705	0.767526616	0.442768475	0.597030298
ENSG00000154723	258.7557437	-0.439705288	0.092798215	-4.738294668	2.16E-06	0.000109434
ENSG00000154727	21.34889779	0.165926849	0.290582222	0.571015144	0.567989377	0.701778696
ENSG00000154734	0.317115807	-0.732578721	2.255088108	-0.32485592	0.74529012	NA
ENSG00000154736	0.084520875	-0.513358821	4.088822623	-0.125551746	0.900086761	NA
ENSG00000154743	2.843571011	-1.633281259	0.876008733	-1.864457736	0.062257451	0.168732991
ENSG00000154760	1.324853039	-0.137899074	0.601508348	-0.229255461	0.818670368	0.884648239
ENSG00000154764	0.101851323	-1.0127949	3.978554439	-0.254563539	0.799060223	NA
ENSG00000154767	17.00656863	-1.067354985	0.445527365	-2.395711396	0.016588146	0.073019972
ENSG00000154768	0.093038515	-0.450229486	1.832119411	-0.245742435	0.805881621	NA
ENSG00000154781	31.64102126	-1.200765644	0.339123282	-3.540793889	0.000398925	0.005889182
ENSG00000154783	0.430597127	1.400996167	1.928516686	0.726463078	0.467554934	NA
ENSG00000154803	1.065498218	-0.145956443	0.806563363	-0.180960914	0.856398256	0.90779768
ENSG00000154813	9.690505396	-0.359369788	0.247514867	-1.451911928	0.146526096	0.292331085
ENSG00000154814	20.92705716	-1.273391691	0.43006397	-2.960935532	0.003067061	0.024294769
ENSG00000154822	3.415569654	-0.855265631	0.572814622	-1.493093225	0.135412786	0.277470433
ENSG00000154832	18.81480237	-1.184026651	0.402816476	-2.939369969	0.003288802	0.02539807
ENSG00000154839	0.737304517	0.89765353	1.610250194	0.557462147	0.577211715	0.709201279
ENSG00000154845	21.14628	0.153077606	0.410155514	0.373218452	0.708985864	0.808424118
ENSG00000154856	35.13477208	0.211490866	0.177822773	1.189335098	0.234307829	0.396655315
ENSG00000154864	0.395030119	-0.943614848	1.600013615	-0.589754261	0.555355411	NA
ENSG00000154874	8.494379368	-1.249147169	0.497768902	-2.509492186	0.012090489	0.059023799
ENSG00000154889	14.4656235	-0.222510547	0.402104641	-0.553364781	0.58001365	0.71117321
ENSG00000154898	1.656015317	0.070120536	0.660292704	0.106196139	0.915426734	0.945714209
ENSG00000154914	0.075637561	-0.594926298	5.053241982	-0.117731607	0.906280322	NA
ENSG00000154917	63.59046492	0.599785866	0.235205411	2.550051305	0.010770707	0.054919801
ENSG00000154920	0.679715705	0.269581226	0.973464755	0.276929621	0.781834147	0.860348692
ENSG00000154928	3.137578567	-0.583863894	0.54313831	-1.074981977	0.282382798	0.447373939
ENSG00000154930	5.807806531	-0.461584523	0.659260371	-0.700155118	0.483830437	0.633051194
ENSG00000154945	1.979329565	-0.492955848	0.520068212	-0.947867677	0.343196822	0.506904654
ENSG00000154957	2.405988737	-1.315106172	0.805332077	-1.632998622	0.102469286	0.231640326
ENSG00000154978	9.337395633	0.208954568	0.34114117	0.612516418	0.540196139	0.680894055
ENSG00000155008	16.59094408	-0.165402773	0.276204224	-0.5988423	0.549278052	0.688033235
ENSG00000155016	0.161209534	-0.389031761	1.977602325	-0.196718904	0.844047516	NA
ENSG00000155034	0.359667507	0.571845642	1.086384238	0.526375128	0.598627593	NA
ENSG00000155085	45.42597663	-0.430779824	0.246228816	-1.749510194	0.080202868	0.198967099
ENSG00000155090	13.76658558	0.103065045	0.375705693	0.274323884	0.783835732	0.861740233
ENSG00000155093	2.192456414	0.389571315	0.462079042	0.843083715	0.399181626	0.558882956
ENSG00000155096	599.4150589	0.674702486	0.192556463	3.503920233	0.000458463	0.006489522
ENSG00000155097	56.92609177	-0.070644989	0.249021311	-0.283690534	0.77664755	0.857021686
ENSG00000155099	764.5043649	-0.086995483	0.08890789	-0.978490026	0.327832022	0.491853202
ENSG00000155100	4.101203726	-1.25850244	0.622057718	-2.023128084	0.043059944	0.133969362
ENSG00000155111	15.50920265	0.174873338	0.289786641	0.603455485	0.546205721	0.685733629
ENSG00000155115	631.7931215	0.042050921	0.0989432	0.425000611	0.670836229	0.782758551
ENSG00000155130	0.467010805	-0.771269209	0.74146345	-1.040198556	0.298247662	NA
ENSG00000155158	247.9088624	0.355142552	0.164406384	2.160150619	0.030761012	0.108225001
ENSG00000155189	27.21129329	0.188352006	0.270987683	0.695057443	0.487019303	0.63619194
ENSG00000155229	22.42429789	-0.982308271	0.536716531	-1.830218028	0.067217343	0.177405231
ENSG00000155254	0.143637953	-0.520528039	1.615964652	-0.322115981	0.747364832	NA
ENSG00000155256	2.6509196	-1.269560513	0.773316607	-1.641708586	0.100650411	0.228891784
ENSG00000155275	0.659477149	-2.833757467	1.035440839	-2.736764247	0.006204674	0.038546785
ENSG00000155282	0.042439243	-0.301728292	5.053481659	-0.059707012	0.952388987	NA
ENSG00000155287	1.258135189	-1.663083412	0.682011614	-2.438497202	0.014748473	0.067543731
ENSG00000155304	3.86370945	0.194044143	0.544509733	0.356364875	0.72156733	0.817667704
ENSG00000155307	28.42375331	0.362230514	0.384610696	0.941810817	0.346289506	0.509285145
ENSG00000155313	26.0735286	-0.820465346	0.368760316	-2.224928525	0.026086037	0.096978678
ENSG00000155324	0.568923149	-1.763417271	1.456504885	-1.210718405	0.226003346	NA
ENSG00000155329	18.92135913	-0.129905539	0.272665188	-0.476428766	0.633768945	0.754815779
ENSG00000155330	24.11432226	-0.220440916	0.221055051	-0.997221802	0.318656861	0.482921065
ENSG00000155363	12.14824642	-1.565419942	0.544796628	-2.873402408	0.004060765	0.029054949
ENSG00000155366	71.96626106	0.181463211	0.132582788	1.368678498	0.171099794	0.323182358
ENSG00000155367	1.214601207	1.045005496	0.897373412	1.164515777	0.244215054	0.406978678
ENSG00000155368	59.53434829	-0.758207695	0.237423827	-3.19347769	0.001405702	0.014243001
ENSG00000155380	2.502477465	-0.616500634	0.5281349	-1.167316597	0.243082539	0.40590132
ENSG00000155393	2.272204588	-0.386914031	0.936291274	-0.413241095	0.679429983	0.788554234
ENSG00000155438	18.18187349	-0.908548644	0.385044746	-2.359592366	0.018295026	0.077363722
ENSG00000155463	38.59810263	-1.181770025	0.372361374	-3.17371808	0.001504998	0.014925561
ENSG00000155465	43.64412564	-0.670888381	0.425055666	-1.578354165	0.114484269	0.249403777
ENSG00000155506	21.77861039	-0.517867624	0.289886615	-1.786448898	0.074026604	0.188730715
ENSG00000155508	23.91769927	-1.156978066	0.330856571	-3.496917294	0.000470668	0.006622199
ENSG00000155511	0.059658734	-0.489777121	5.053347666	-0.096921319	0.922788878	NA
ENSG00000155530	0.417711721	-1.027152439	1.831742568	-0.560751525	0.574966937	NA
ENSG00000155542	16.10015861	0.009384115	0.298227907	0.031466255	0.974897704	0.984411776
ENSG00000155545	1.681291337	-0.623401034	0.777480051	-0.801822546	0.422655615	0.57994243
ENSG00000155561	19.98053907	-0.744206024	0.525304431	-1.416713776	0.156566628	0.304791377
ENSG00000155592	0.061093829	-0.509106436	4.280879934	-0.118925652	0.905334259	NA
ENSG00000155621	5.431017708	-1.044141059	0.532894013	-1.959378475	0.05006848	0.147273084
ENSG00000155629	31.4503992	-0.506670687	0.424512901	-1.193534251	0.232660207	0.394927865
ENSG00000155636	8.559727241	-0.445006091	0.509791293	-0.872918186	0.382707673	0.543232305
ENSG00000155640	0.219207085	0.44416479	1.223314529	0.363083066	0.716542834	NA
ENSG00000155657	55.70333029	-1.753231293	0.622185638	-2.817858828	0.004834506	0.032928343
ENSG00000155659	8.186113135	4.24126296	0.772112504	5.493063429	3.95E-08	5.13E-06
ENSG00000155660	17.76467453	-0.816698647	0.467409346	-1.747287798	0.080587429	0.199497823
ENSG00000155666	0.521045834	-1.621421733	1.013942708	-1.599125592	0.109792699	NA
ENSG00000155729	13.03182507	-0.142578436	0.352242624	-0.404773377	0.6856441	0.793011259
ENSG00000155744	17.21188528	0.338934733	0.301103488	1.125642004	0.260317081	0.424080718
ENSG00000155749	22.5595039	0.122906771	0.339271396	0.362266825	0.717152647	0.814151738
ENSG00000155754	0.45851905	-0.745335669	1.329880116	-0.560453277	0.575170301	NA
ENSG00000155755	1.371808092	-0.232129072	1.092355349	-0.212503259	0.831714435	0.892884508
ENSG00000155761	0.151726095	-0.617149092	3.528788643	-0.174889786	0.861166236	NA
ENSG00000155792	0.781377902	-0.019650794	1.305063214	-0.01505735	0.987986427	0.992677989
ENSG00000155827	34.60258373	-1.007713988	0.407026228	-2.4757962	0.013293944	0.063030329
ENSG00000155846	1.056977577	-0.555924598	0.948981076	-0.585812101	0.558001791	0.693911608
ENSG00000155849	134.2669328	-0.060857691	0.236982041	-0.256802968	0.797330879	0.870275638
ENSG00000155850	0.291433395	-0.449032822	1.265831505	-0.354733485	0.722789262	NA
ENSG00000155858	0.081674637	-0.790052365	4.152962464	-0.190238263	0.849122429	NA
ENSG00000155868	0.317491336	-0.255204872	0.889976355	-0.286754666	0.774300177	NA
ENSG00000155876	0.056102899	-1.038954429	3.685298285	-0.28191868	0.778005865	NA
ENSG00000155886	0.063777945	-0.337762489	3.589235299	-0.094104304	0.925026302	NA
ENSG00000155893	1.413278356	-0.300102451	0.744517916	-0.403082913	0.68688723	0.793899317
ENSG00000155903	35.67999259	-0.341173859	0.428669339	-0.795890509	0.426095678	0.582807095
ENSG00000155906	7.735312926	-1.245066634	0.613194113	-2.030460841	0.042309718	0.13278564
ENSG00000155926	72.92254051	-0.199348077	0.216463105	-0.920933281	0.357085262	0.518958135
ENSG00000155957	6.485202702	-0.175678498	0.200729963	-0.875198179	0.381466084	0.542261575
ENSG00000155959	47.93918422	-0.535607875	0.191524479	-2.796550481	0.005165134	0.034351961
ENSG00000155961	0.145175332	-0.85846381	1.95524891	-0.439056023	0.660620943	NA
ENSG00000155962	3.95498981	-0.275519047	0.609380388	-0.452129824	0.65117546	0.768423847
ENSG00000155966	0.510834822	1.307658235	1.252225136	1.044267678	0.296361563	NA
ENSG00000155970	1.681272557	0.715803125	0.886854033	0.807126199	0.419593779	0.577160444
ENSG00000155974	0.352204228	-1.402311155	1.263953007	-1.10946463	0.267229795	NA
ENSG00000155975	73.68365593	0.102712287	0.193516415	0.530767826	0.595579678	0.724084184
ENSG00000155980	0.064396981	-0.696624356	5.053034417	-0.137862579	0.890349026	NA
ENSG00000155984	115.1728985	0.352320757	0.161188649	2.185766553	0.028832689	0.103567373
ENSG00000156011	28.74212042	0.348289807	0.294730045	1.181724813	0.237314909	0.399522811
ENSG00000156017	2.800363798	0.133475308	0.603289586	0.221245835	0.824901022	0.888670668
ENSG00000156026	40.31758857	0.223601588	0.201571231	1.109293159	0.267303735	0.431778249
ENSG00000156030	2.488678714	-1.247557146	0.571856212	-2.181592367	0.029139631	0.104278293
ENSG00000156042	0.802975094	-3.066223742	1.282132449	-2.391503112	0.016779542	0.073423054
ENSG00000156049	0.251943439	0.237700604	2.441513682	0.097357883	0.92244219	NA
ENSG00000156050	0.333392227	-1.812619486	1.387883771	-1.306031185	0.191541953	NA
ENSG00000156052	111.5791641	0.729272111	0.228455066	3.192190582	0.001411981	0.0142687
ENSG00000156076	0.057855426	0	5.053481658	0	1	NA
ENSG00000156110	32.71491399	-1.106520189	0.41238596	-2.683214987	0.00729181	0.04312381
ENSG00000156113	0.534779866	-1.647520157	1.46968782	-1.121000076	0.26228783	NA
ENSG00000156127	2.639510889	-1.001617006	0.542451871	-1.846462442	0.064825088	0.173400807
ENSG00000156136	103.2023688	-0.374029747	0.220819164	-1.693828289	0.090297917	0.214311696
ENSG00000156140	0.044973215	0.06855464	5.053347903	0.013566182	0.989176084	NA
ENSG00000156162	4.146690737	-1.358979548	0.654957562	-2.07491237	0.037994657	0.124052926
ENSG00000156170	15.29452841	-0.303703436	0.339936028	-0.893413498	0.371635777	0.532952962
ENSG00000156171	52.96866407	-0.893978488	0.30385935	-2.942079908	0.003260158	0.025344259
ENSG00000156172	2.335542426	-0.105808723	0.655541424	-0.161406617	0.871773156	0.919593264
ENSG00000156194	0.074156668	0.328420728	5.053026469	0.064994856	0.948178096	NA
ENSG00000156206	408.6486013	0.082691287	0.12675405	0.652375894	0.514158711	0.659522068
ENSG00000156218	0.145117168	0.241841365	3.615676802	0.066886887	0.946671752	NA
ENSG00000156232	10.39568411	-1.144377631	0.325083343	-3.520259208	0.000431125	0.006217595
ENSG00000156239	4.11378758	-0.967877562	0.627803072	-1.541689751	0.123149004	0.260891131
ENSG00000156253	6.060701086	-0.601336184	0.405677417	-1.482301353	0.138260128	0.281479614
ENSG00000156256	59.41928773	-1.058849957	0.309735701	-3.418559604	0.000629535	0.008206669
ENSG00000156261	194.9502895	-0.92189135	0.225186479	-4.09390189	4.24E-05	0.001111982
ENSG00000156265	12523.88491	-0.371800589	0.148948271	-2.496172566	0.012554151	0.060521243
ENSG00000156273	20.28168719	-0.476958616	0.232591434	-2.050628472	0.040303141	0.129137936
ENSG00000156299	6.482307238	-1.782840423	0.688180974	-2.590656368	0.009579309	0.051345174
ENSG00000156304	8.792932873	-0.679739979	0.481848691	-1.410691761	0.158335521	0.306777607
ENSG00000156313	9.028192553	-0.873775611	0.698027699	-1.251777848	0.210650824	0.370095076
ENSG00000156345	0.429349154	-0.764897039	1.644098357	-0.465238004	0.641761026	NA
ENSG00000156374	10.56427076	0.14603984	0.352234368	0.414609855	0.678427532	0.788016561
ENSG00000156381	36.77483472	0.300128411	0.801084916	0.37465243	0.707918975	0.808064259
ENSG00000156384	5.643535824	-0.812642619	0.373469844	-2.175925668	0.029560819	0.105303998
ENSG00000156395	0.359612458	-2.384766807	2.733688029	-0.872362457	0.383010675	NA
ENSG00000156398	1.270871513	-1.726967683	0.920717589	-1.875675781	0.060699813	0.166128797
ENSG00000156411	282.8167079	-0.115312397	0.135167512	-0.853107341	0.393599781	0.553957784
ENSG00000156413	0.069444441	-0.483529995	3.553876163	-0.136057075	0.891776161	NA
ENSG00000156414	4.752193027	-1.453459172	0.993784162	-1.462550147	0.143590513	0.288216357
ENSG00000156463	0.039256204	0	5.053481659	0	1	NA
ENSG00000156467	141.4580688	-0.855201181	0.155318821	-5.506101429	3.67E-08	4.82E-06
ENSG00000156469	6.683717464	-1.197641653	0.658797094	-1.817921881	0.069076073	0.180699063
ENSG00000156471	25.58817675	-0.572784251	0.355124875	-1.612909402	0.106764192	0.238040987
ENSG00000156475	4.772970645	-0.722076606	0.639971815	-1.128294386	0.259195614	0.422842907
ENSG00000156482	182.1960109	-0.755950749	0.25354195	-2.981560833	0.002867831	0.023301373
ENSG00000156500	3.973646239	0.086073009	0.404224478	0.21293369	0.831378684	0.892787916
ENSG00000156502	9.018746588	-0.428699958	0.637049399	-0.672946178	0.500981533	0.647950894
ENSG00000156504	40.70440125	0.050783145	0.18846508	0.26945652	0.787578397	0.864229622
