baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	
ENSG00000111653	84.16227843	-0.169165097	0.192284952	-0.879762535	0.378987964	0.540381375
ENSG00000111665	0.695357598	-1.486976592	1.134329423	-1.310886029	0.189896272	0.345503276
ENSG00000111666	9.325636915	-0.120818392	0.542173497	-0.22284083	0.823659389	0.888062174
ENSG00000111667	14.15423871	-0.761288559	0.526224641	-1.446698804	0.147981299	0.293901368
ENSG00000111669	1340.385099	-0.094304929	0.103173692	-0.914040459	0.360695587	0.522454509
ENSG00000111670	22.82518093	-0.380270545	0.376645691	-1.009624041	0.312675447	0.47750801
ENSG00000111671	0.785552199	-1.138276372	0.662345871	-1.718552833	0.085695826	0.207144015
ENSG00000111674	232.6528137	0.349580808	0.165478362	2.112546947	0.034639564	0.116903591
ENSG00000111676	4.613704087	-0.776331045	0.317916126	-2.441936667	0.014608709	0.06711396
ENSG00000111678	27.71362207	0.12412064	0.112356124	1.10470739	0.2692864	0.434033856
ENSG00000111679	339.2737329	-0.897539111	0.191258451	-4.692807581	2.69E-06	0.000130197
ENSG00000111684	33.55597699	-0.06919717	0.280880433	-0.246358102	0.805405037	0.875329586
ENSG00000111696	0.268749683	-0.962493314	1.829195595	-0.526183923	0.598760423	NA
ENSG00000111704	0.284804578	-2.069365896	1.761454946	-1.174804897	0.240072781	NA
ENSG00000111707	15.81262958	-0.986857475	0.301487687	-3.273292798	0.001063023	0.011927893
ENSG00000111711	186.5794948	0.021384398	0.13020309	0.164238789	0.869543167	0.917737742
ENSG00000111713	0.920039668	1.867263183	0.793856268	2.352142647	0.018665615	0.078221639
ENSG00000111716	612.7415689	-0.657226353	0.136728125	-4.806811733	1.53E-06	8.54E-05
ENSG00000111725	11.89827492	-0.214786243	0.362586255	-0.592372823	0.553600961	0.691085035
ENSG00000111726	61.77868583	-0.224933636	0.20773026	-1.082815938	0.27889013	0.443982964
ENSG00000111727	8.225018041	-0.943940453	0.640971495	-1.472671499	0.140839635	0.284846396
ENSG00000111728	0.361682333	-0.604463452	1.602579751	-0.377181511	0.706038719	NA
ENSG00000111729	14.90406684	-1.364707736	0.491771448	-2.775085338	0.005518722	0.035801283
ENSG00000111731	32.17795421	-0.344619229	0.433505824	-0.794958705	0.426637524	0.582807095
ENSG00000111737	2.341833107	-0.486793989	0.496477758	-0.98049506	0.326841807	0.491060705
ENSG00000111752	7.398963945	-1.242733686	0.385442573	-3.224173388	0.001263369	0.013331505
ENSG00000111775	0.815939445	0.578043056	0.401240672	1.44063924	0.149686629	0.295981069
ENSG00000111785	2.344557246	-0.807110574	0.588225613	-1.372110559	0.170029023	0.322086471
ENSG00000111786	18.21540689	-0.874337119	0.380550251	-2.297560218	0.021586832	0.086160924
ENSG00000111788	0.427971099	-1.088149193	1.088342761	-0.999822145	0.317396587	NA
ENSG00000111790	168.0865169	0.030694992	0.118639691	0.258724476	0.795847833	0.869784013
ENSG00000111796	66.1877723	-1.276941357	0.348857454	-3.660352798	0.000251868	0.004324293
ENSG00000111799	0.09622547	-0.55754579	3.186322539	-0.174980964	0.861094591	NA
ENSG00000111801	8.872533439	-1.005601212	0.427081089	-2.354590819	0.018543112	0.07795975
ENSG00000111802	56.51532211	0.114179906	0.187675151	0.608391176	0.542928062	0.683269405
ENSG00000111817	39.54546216	0.314135663	0.199276553	1.576380454	0.11493815	0.249991796
ENSG00000111832	114.5116408	-0.229656242	0.155330124	-1.478504211	0.139272871	0.282978433
ENSG00000111834	0.114161307	-0.630617301	3.94262679	-0.159948515	0.872921631	NA
ENSG00000111837	1.219700889	1.456468532	1.128443639	1.290687883	0.196811928	0.35401924
ENSG00000111843	44.43132535	-0.073067739	0.198152907	-0.368744219	0.712318386	0.810473586
ENSG00000111845	17.80795206	-1.158115326	0.472130246	-2.452957283	0.014168716	0.065582198
ENSG00000111846	0.425654868	-0.504816315	0.97474189	-0.517897425	0.604529839	NA
ENSG00000111850	0.036974417	-0.260567554	4.613818595	-0.056475466	0.95496304	NA
ENSG00000111859	14.09161541	-0.294960343	0.415173001	-0.710451648	0.477424105	0.627477814
ENSG00000111860	20.97914199	-1.268567861	0.397239202	-3.193460901	0.001405784	0.014243001
ENSG00000111863	2.991504193	-0.933717732	0.665983345	-1.402013637	0.160911174	0.310406443
ENSG00000111875	28.2970175	-0.457772811	0.215252312	-2.126680113	0.033446671	0.114211544
ENSG00000111877	2.414117602	-0.469171312	0.708633064	-0.66207934	0.507920375	0.654247552
ENSG00000111879	0.532890191	-2.059834033	1.691688337	-1.217620284	0.223368303	NA
ENSG00000111880	11.76851394	-0.758732819	0.579713236	-1.308807136	0.190599689	0.346523335
ENSG00000111885	52.264247	0.202738234	0.323051892	0.627571727	0.530284535	0.673556413
ENSG00000111886	0.255979497	-0.608678041	2.181095982	-0.27906981	0.780191251	NA
ENSG00000111897	87.83072943	-0.11935169	0.280633009	-0.425294554	0.670621963	0.782682371
ENSG00000111906	19.2170864	-1.008707659	0.370340994	-2.723726713	0.00645499	0.039680199
ENSG00000111907	0.427897171	-0.210050157	1.33554476	-0.157276763	0.875026732	NA
ENSG00000111911	4.903118004	-0.197835942	0.508187727	-0.38929697	0.697056477	0.800902548
ENSG00000111912	127.1918196	0.130660554	0.131323523	0.994951632	0.319759789	0.484090568
ENSG00000111913	371.1131689	-0.343310448	0.180344406	-1.903637906	0.056957358	0.159890861
ENSG00000111961	1.013110211	-0.233733882	1.037881402	-0.225202881	0.821821449	0.886905702
ENSG00000111962	1.620403789	1.107118348	0.703795155	1.57306901	0.11570284	0.250843242
ENSG00000112029	1.511598366	-0.901303547	0.668296168	-1.348658858	0.177446566	0.331052377
ENSG00000112031	125.3274095	0.534950201	0.173976274	3.074845728	0.002106115	0.018726002
ENSG00000112033	2.570292729	-1.362884548	0.41622564	-3.274388739	0.001058908	0.011904573
ENSG00000112039	0.570453333	-2.358164132	1.295628587	-1.820092699	0.068744889	NA
ENSG00000112053	1.019198514	1.504798598	0.973432216	1.545868909	0.122136231	0.259643179
ENSG00000112062	91.02712483	0.267668871	0.23495232	1.13924762	0.254599889	0.418557635
ENSG00000112077	14.76488099	3.355521336	0.708267027	4.737650075	2.16E-06	0.000109434
ENSG00000112078	519.7387125	0.65896117	0.141739737	4.649092656	3.33E-06	0.000155924
ENSG00000112079	139.6157993	-0.000843197	0.217824058	-0.003871	0.996911396	0.997850188
ENSG00000112081	202.7447391	-0.476061511	0.158801571	-2.997838804	0.002719014	0.022380274
ENSG00000112096	1865.459388	0.459532514	0.077856297	5.902316609	3.58E-09	9.08E-07
ENSG00000112110	48.15222579	-0.533878309	0.146180049	-3.652196812	0.000260006	0.004444438
ENSG00000112118	32.27806063	-0.863333638	0.450397434	-1.916826279	0.055260005	0.156592337
ENSG00000112130	31.21607926	-0.160450018	0.197618978	-0.811916043	0.416839808	0.574863298
ENSG00000112137	2.610382763	0.110728592	0.400074093	0.276770213	0.781956555	0.860402413
ENSG00000112139	0.307646788	-1.835882261	1.751196815	-1.048358611	0.294473415	NA
ENSG00000112144	1.385121236	-1.198998667	0.740155249	-1.619928615	0.105247612	0.23605507
ENSG00000112146	121.2815021	-0.382379154	0.24350427	-1.570318063	0.116341134	0.25171476
ENSG00000112149	3.682666857	-2.357696433	0.751043656	-3.13922688	0.001693942	0.016207508
ENSG00000112159	20.61561871	-1.391189869	0.527551815	-2.637067733	0.008362613	0.047143409
ENSG00000112167	1.32114129	-1.037419303	0.505932425	-2.050509617	0.040314726	0.129139666
ENSG00000112182	1.448163841	-1.516620975	0.561621113	-2.700434404	0.006924899	0.041670572
ENSG00000112186	0.002260486	-0.434647921	5.053447471	-0.086010179	0.931458326	NA
ENSG00000112195	6.827748537	0.228765647	0.299850489	0.76293238	0.445503724	0.599542995
ENSG00000112200	41.23635292	-0.033820977	0.254273559	-0.133010201	0.894185313	0.933262467
ENSG00000112208	1.164226747	-1.238284306	0.686147251	-1.804691783	0.071122926	0.183853472
ENSG00000112210	0.812539509	-1.460877562	1.180854599	-1.237135853	0.216036651	0.375878054
ENSG00000112212	0.082086836	-0.088350812	3.261828771	-0.027086281	0.978390917	NA
ENSG00000112232	1.306656865	-1.000966613	0.779662318	-1.283846339	0.199195726	0.35698903
ENSG00000112234	72.23181307	0.117355559	0.255989041	0.458439778	0.646636519	0.764997893
ENSG00000112237	25.66251808	-0.455029055	0.383295461	-1.187149602	0.235168616	0.397512138
ENSG00000112242	16.371501	0.182512667	0.216272082	0.843903037	0.398723591	0.558560846
ENSG00000112245	105.8059784	-0.041685177	0.205836294	-0.202516163	0.839513224	0.898041044
ENSG00000112249	22.66044876	-1.180616582	0.424264755	-2.782735469	0.005390274	0.035208423
ENSG00000112282	16.62427588	-0.733556192	0.661697773	-1.108597039	0.267604056	0.432098691
ENSG00000112290	34.29850614	1.329711195	0.32129388	4.138613514	3.49E-05	0.000954512
ENSG00000112293	0.25656693	-0.525830993	2.302354444	-0.228388376	0.819344325	NA
ENSG00000112294	0.464395149	0.375476786	1.381491227	0.27179093	0.785782779	NA
ENSG00000112297	11.69863983	-0.641276132	0.619771793	-1.034697189	0.300810349	0.466451005
ENSG00000112299	32.10458002	0.571809769	0.30547407	1.871876621	0.061223675	0.167093185
ENSG00000112303	22.70477298	-0.250992944	0.501243781	-0.500740266	0.61655393	0.74179343
ENSG00000112304	6.623547662	-0.179764844	0.233938149	-0.76842894	0.442232392	0.596741924
ENSG00000112305	45.8737627	-0.736299341	0.176733788	-4.166149259	3.10E-05	0.000871258
ENSG00000112306	858.1531929	-1.060799816	0.206897241	-5.127182041	2.94E-07	2.26E-05
ENSG00000112308	1888.531508	0.631609658	0.22854122	2.763657504	0.00571575	0.036578297
ENSG00000112312	4.433838042	-0.216293493	0.694312251	-0.311521931	0.755403873	0.842042338
ENSG00000112335	722.219268	-0.035627705	0.110362502	-0.322824365	0.74682826	0.836070089
ENSG00000112339	51.55568104	-0.405440526	0.342080571	-1.185219389	0.235930716	0.398109674
ENSG00000112343	12.42377992	-0.915817203	0.412025507	-2.222719681	0.026234708	0.097376573
ENSG00000112357	1.551347942	0.849650402	0.903148665	0.940764721	0.346825444	0.509624619
ENSG00000112365	0.729692704	-1.209169276	0.737473099	-1.639611366	0.101085998	0.229717686
ENSG00000112367	33.07677023	-0.644905129	0.436836672	-1.476307213	0.139861439	0.283653069
ENSG00000112378	0.40711433	-0.369866037	1.256278819	-0.294413972	0.768441592	NA
ENSG00000112394	0.400225721	-2.301427207	1.209673686	-1.902519029	0.057103333	NA
ENSG00000112406	0.942661943	-0.296806248	0.531244692	-0.558699696	0.576366687	0.708460818
ENSG00000112414	0.141110513	0.284694283	5.052389848	0.056348439	0.955064231	NA
ENSG00000112419	54.47063338	-0.431158398	0.231768634	-1.860296582	0.062843577	0.169927636
ENSG00000112425	0.196256233	-0.518734294	1.568815645	-0.330653443	0.740906273	NA
ENSG00000112473	2.17851521	-0.426060995	0.724405198	-0.588152868	0.55642969	0.69291468
ENSG00000112486	0.113276239	-1.011969146	2.243510818	-0.451064973	0.651942722	NA
ENSG00000112499	0.085519591	-0.326680764	2.532483992	-0.128996181	0.897360671	NA
ENSG00000112511	8.522811779	-0.642250509	0.52145098	-1.231660374	0.218075978	0.377683948
ENSG00000112514	84.66102651	-0.596325114	0.154288767	-3.864993701	0.000111092	0.002323593
ENSG00000112530	0.725374544	-0.182759314	1.235850335	-0.147881429	0.882436344	0.925995848
ENSG00000112531	44.17559451	0.147380313	0.239075684	0.616458817	0.537591744	0.678502033
ENSG00000112561	1.92677496	-1.083732401	0.850751621	-1.273852878	0.202715561	0.361193285
ENSG00000112576	813.9000506	-0.155721111	0.149140363	-1.044124525	0.29642778	0.461926377
ENSG00000112578	0.909428007	-0.911211012	0.967435698	-0.941882767	0.346252664	0.509285145
ENSG00000112584	6.974571928	-0.874741844	0.437858679	-1.997772081	0.045741375	0.139236699
ENSG00000112592	8.676322689	-1.201308068	0.524389728	-2.290868801	0.021971003	0.087008171
ENSG00000112624	6.978924987	-0.05915679	0.335604119	-0.176269559	0.860082176	0.910546976
ENSG00000112640	9.662988353	-0.845673175	0.516027763	-1.638813326	0.101252143	0.230005839
ENSG00000112651	10.74913317	-0.530037239	0.35300679	-1.501493041	0.133228085	0.274921069
ENSG00000112655	16.76787916	1.352939296	0.360606721	3.751841601	0.00017554	0.003314993
ENSG00000112658	3.809362433	-0.035240811	0.565374085	-0.062331847	0.950298567	0.968298979
ENSG00000112659	6.128887698	-1.243846702	0.629135763	-1.977072001	0.048033492	0.143386992
ENSG00000112667	4.150075837	-1.690854076	0.45985808	-3.676904132	0.000236082	0.004119802
ENSG00000112679	330.9985887	0.362760282	0.133735036	2.71252989	0.006677176	0.040640052
ENSG00000112685	27.829835	-0.796594965	0.49934935	-1.595265849	0.110652799	0.243718324
ENSG00000112695	172.5691544	-0.294442313	0.133164067	-2.211124373	0.027027226	0.099412513
ENSG00000112697	22.56802183	0.239561543	0.347287973	0.689806621	0.490315804	0.638596985
ENSG00000112699	2.171471225	-1.241791352	0.769727563	-1.613286845	0.106682203	0.237948936
ENSG00000112701	96.09372696	-0.26028795	0.19437881	-1.339075745	0.180546016	0.334592489
ENSG00000112715	0.212640722	-0.792146869	1.820297332	-0.435174438	0.663435815	NA
ENSG00000112739	26.23755622	-0.957569256	0.404268782	-2.368645065	0.017853378	0.076322373
ENSG00000112742	5.55821997	1.145967922	0.5783073	1.981589929	0.047525155	0.142551081
ENSG00000112759	10.22935056	0.020962214	0.542240283	0.038658532	0.969162635	0.980229198
ENSG00000112763	5.252527955	-0.584319288	0.457681481	-1.276694192	0.201710233	0.359840715
ENSG00000112769	1.868179088	-0.029076362	1.26428137	-0.022998332	0.981651604	0.988499746
ENSG00000112773	1.259097473	-0.798028503	0.668990547	-1.192884574	0.232914581	0.395254883
ENSG00000112782	0.243495657	0.197509331	2.001509119	0.098680206	0.921392186	NA
ENSG00000112787	2.804728848	-0.103338881	0.671600393	-0.153869596	0.877712558	0.924074848
ENSG00000112796	0.713803775	-0.503456749	1.272856366	-0.395533041	0.692449542	0.797568717
ENSG00000112799	40.90799027	-0.975310172	0.285248184	-3.419163471	0.00062814	0.008205822
ENSG00000112812	0.168826706	-1.262922377	2.14331099	-0.589238978	0.555700973	NA
ENSG00000112851	380.6495935	0.201358073	0.170819896	1.178774116	0.238488134	0.400690223
ENSG00000112855	10.15063417	-1.070827758	0.653003204	-1.639850694	0.101036215	0.229649188
ENSG00000112874	0.211749465	-1.769626317	2.068316274	-0.855587871	0.392225781	NA
ENSG00000112877	0.875783735	-1.679911998	1.113267216	-1.508992605	0.131300672	0.272385994
ENSG00000112893	57.5734966	0.369382951	0.2344079	1.57581272	0.11506897	0.250071821
ENSG00000112902	1.113326633	2.046595811	1.045248278	1.957999696	0.050230048	0.147634421
ENSG00000112941	1.270873047	-0.720999342	0.782969847	-0.92085199	0.357127707	0.518958135
ENSG00000112964	1.975263924	1.492030699	0.564020358	2.645349017	0.00816067	0.046476594
ENSG00000112972	1.768859848	-0.258102515	0.655360521	-0.393832871	0.693704434	0.798620741
ENSG00000112977	60.10645937	0.323199534	0.273650856	1.181065313	0.237576778	0.399790975
ENSG00000112983	25.29061315	-1.135049281	0.562986208	-2.016122713	0.043787146	0.135614871
ENSG00000112984	1.567235466	2.529836148	1.677602612	1.508006801	0.131552786	0.272618784
ENSG00000112992	256.3426778	0.809645369	0.236745875	3.419892186	0.00062646	0.008193026
ENSG00000112996	8.460340944	-1.474056563	0.530526339	-2.778479512	0.005461396	0.035553808
ENSG00000113013	93.55308927	-0.794180524	0.301929047	-2.630354819	0.008529579	0.047687408
ENSG00000113048	12.10820906	-0.777983236	0.570033835	-1.364801856	0.172315335	0.324743859
ENSG00000113068	15.28442009	-0.616373351	0.206382596	-2.986556828	0.002821384	0.02300392
ENSG00000113070	0.825699205	-0.358584026	1.438571771	-0.249263911	0.803156645	0.873942066
ENSG00000113083	2.895716801	2.180307169	0.578661303	3.767846855	0.000164662	0.003161288
ENSG00000113088	2.830066039	-0.908346387	0.658755622	-1.378882177	0.167931084	0.319614301
ENSG00000113108	5.737644054	-0.166839818	0.449583546	-0.371098586	0.710564104	0.809186277
ENSG00000113119	2.60847545	-1.678049598	0.83236311	-2.016006689	0.043799276	0.135614871
ENSG00000113140	23508.47236	0.508835225	0.099991803	5.088769397	3.60E-07	2.65E-05
ENSG00000113141	160.9888481	-1.051642657	0.259225883	-4.056858232	4.97E-05	0.001258718
ENSG00000113161	8.343668878	-1.308676255	0.955951358	-1.368977871	0.171006192	0.323162179
ENSG00000113163	31.00122071	-0.915553091	0.358242055	-2.555682895	0.010597965	0.054518971
ENSG00000113194	9.316660436	-1.095744725	0.527821479	-2.075976006	0.03789617	0.123856544
ENSG00000113231	0.462356682	-1.355021936	1.740624012	-0.778469059	0.43629254	NA
ENSG00000113240	26.27874995	-0.92869157	0.507706242	-1.829190765	0.067371035	0.177663595
ENSG00000113249	0.548257419	-1.206563877	1.536199798	-0.785421192	0.43220666	NA
ENSG00000113263	16.8996958	-1.239483719	0.637986026	-1.942807002	0.052039482	0.15071727
ENSG00000113269	133.2467217	-0.329148816	0.251790971	-1.307230418	0.191134468	0.347063861
ENSG00000113272	3.286569066	-0.826573311	0.55457459	-1.490463729	0.136102347	0.278395493
ENSG00000113273	1.744583484	0.236137102	0.615116569	0.383890004	0.701059976	0.803685973
ENSG00000113282	105.2828085	-0.157480096	0.158307182	-0.994775441	0.319845493	0.484157626
ENSG00000113296	0.21025914	-1.449455256	3.462884783	-0.418568722	0.675531353	NA
ENSG00000113300	5.473871674	-0.151823867	0.496532878	-0.305768004	0.759781292	0.844667002
ENSG00000113303	1.281095932	0.355509235	0.982949522	0.361675983	0.717594176	0.814336709
ENSG00000113312	50.69349238	-0.846304279	0.231032062	-3.66314646	0.000249136	0.004302656
ENSG00000113318	15.56392443	-0.65332933	0.41106807	-1.589345845	0.111982334	0.245785141
ENSG00000113319	17.90502355	0.234482024	0.414400899	0.565833772	0.571506786	0.704720285
ENSG00000113328	684.942449	0.777106661	0.149642923	5.193073268	2.07E-07	1.72E-05
ENSG00000113356	157.4868742	-0.251420482	0.203381379	-1.236202071	0.216383461	0.37620155
ENSG00000113360	18.39807024	-0.923395374	0.553640243	-1.667861732	0.095343178	0.221224933
ENSG00000113361	10.73165028	2.257975453	0.607786492	3.715080022	0.000203139	0.003705313
ENSG00000113368	2.56929984	-0.162536022	0.747775611	-0.217359352	0.827928307	0.890537052
ENSG00000113369	32.81407867	-0.085602213	0.216737373	-0.39495825	0.6928737	0.797821479
ENSG00000113384	6.14856014	0.402788098	0.48691805	0.827219485	0.40811267	0.567694453
ENSG00000113387	210.9040683	-0.704953214	0.157910284	-4.464264115	8.03E-06	0.000319519
ENSG00000113389	1.483505379	-0.327096251	0.973729461	-0.335921079	0.736930381	0.829197384
ENSG00000113391	18.23560956	-0.852802893	0.317848761	-2.683046149	0.007295492	0.04312381
ENSG00000113407	39.37992062	-0.619658955	0.393433626	-1.575002528	0.115255861	0.250198947
ENSG00000113441	59.63130365	0.187512656	0.310883007	0.603161484	0.546401267	0.685831843
